答案ID,提交时间,答题耗时,若您已确认上述内容并无异议，请选择下方“开始作答”并点击【下一页】进行本次问卷作答。[A:开始作答B:放弃参与（结束作答）],请问您计划参与测试的设备平台是？[A:PC端B:安卓端],请问您计划本次参与测试会使用安卓手机设备品牌是？[A:华为B:vivoC:OPPOD:小米E:荣耀F:一加G:红米H:iQOOI:三星J:魅族K: 其他，请填写：],请问您将用于本次测试的手机处理器属于以下哪一个选项?[A:骁龙865/天玑9000/麒麟9000及以下（如：小米10/华为Mate 40 Pro等）B: 骁龙870/888/Gen1/Gen2或天玑9200（如：小米13/红米K60 Pro等）C:骁龙8Gen3/天玑9300（如红米K80/iQOO Neo10/一加ACE5等）D:骁龙8Elite/天玑9400及以上(如：小米15/红米K80 Pro/一加Ace5Pro等)E:不清楚具体配置，请填写手机品牌和型号： ],请问您的手机运行内存(RAM)为？[A:4GB及以下B:6GBC:8GBD:12GBE:16GB及以上F:不清楚],请问您能够参与本次测试的PC设备的系统版本是？[A:Windows 10 - 32 位B:Windows 10 - 64 位C:Windows 11D:其他 Windows 系统E:其他操作系统],请选择您在测试中将会使用的PC设备的处理器（CPU）型号,请选择您在测试中将会使用的PC设备的显卡型号,您近半年内主要使用哪些设备玩游戏?[A:手机/平板电脑B:笔记本电脑/台式电脑C:家用主机（如Switch、PS、Xbox等）D:以上都没有],以下手机游戏类型中，您曾深入体验过的有哪些? [A:MOBA类（如王者荣耀、英雄联盟手游等）B:模拟经营类（如桃园深处有人家、心动小镇、我的花园世界等）C:卡牌RPG类（如崩坏：星穹铁道、重返未来：1999、明日方舟、阴阳师等）D:动作类（如绝区零、崩坏3、战双帕弥什等）E:战棋类（如梦幻模拟战、天地劫：幽城再临等）F:自走棋类（如金铲铲之战、多多自走棋等）G:休闲放置类（如剑与远征、杖剑传说等）H:SLG类（如三国志战略版、三国谋定天下、三国：冰河时代等）I:开放世界类（如原神、鸣潮、异环等）J:沙盒类（如我的世界、迷你世界等）K:休闲益智类（如开心消消乐、梦幻家园等）L:射击类（如三角洲行动、逆战：未来等）M:即时制MMORPG（如逆水寒手游、天涯明月刀手游等）N:回合制MMORPG（如梦幻西游、问道等）O:横版动作类（如火影忍者手游、DNF手游、归龙潮等）P:Roguelike类（如重生细胞、土豆兄弟等）Q:其他，请补充 _________________R: 以上都没有],以下手机游戏产品中，您曾深入体验过的有哪些? [A:重生细胞B:忍者必须死系列C:苍翼：混沌效应D:影之刃3E:时空猎人系列F:心渊梦境G:霓虹深渊H:艾希I:火影忍者手游J:归龙潮K:地下城与勇士：起源L:造梦西游系列M:以上都没有],以下PC/主机游戏类型中，您最近三个月玩的最多的是？[A:MOBA(如英雄联盟、DOTA2等)B:集换式卡牌类(如炉石传说、万智牌、游戏王:大师决斗等)C:模拟经营类(如沙石镇时光、星露谷物语、露玛岛、双点博物馆等)D:战争策略类(如帝国时代、魔兽争霸、文明系列等)E:MMORPG类(如逆水寒、最终幻想14、魔兽世界等)F:合作/派对类(如双人成行、糖豆人、猛兽派对等)G:沙盒建造/生存类(如幻兽帕鲁、我的世界、七日世界、RUST、饥荒等)H:射击类(如CSGO、无畏契约、守望先锋、Apex、PUBG、三角洲行动等)I:动作RPG(如只狼、黑暗之魂系列、艾尔登法环、怪物猎人系列等）J:开放世界类(如塞尔达传说系列、刺客信条系列、GTA5、巫师3等)K:平台动作/银河恶魔城类（如奥日、艾希、暗影火炬城等）L:JRPG类（如碧蓝幻想relink、最终幻想系列等）M:视觉小说/文字冒险类(如命运石之门、隐形守护者、底特律:变人等）N:其他，请补充 _________________O:以上都没有],请问您主要是被《绿梦：时空之声》的哪些方面吸引，进而参与本次蚀梦测试的?[A:动作战斗玩法B:美术风格C:有感兴趣的喜欢的角色D:游戏热度高E:喜欢尝试新游戏F:剧情世界观G:游戏类型（动作类）H:游戏类型（射击类）I:朋友、UP主推荐J:其他原因，请补充]
GameCenter_2026060236643294,2026-06-02 14:42:45,115,A,B,D,C,E,,,,A，B,A，C，D，I，N,A，B，C，D，H,I，J,E
GameCenter_2026060241573292,2026-06-02 14:42:38,339,A,A,,,,C,12th Gen Intel(R) Core(TM) i5-12500H   2.50 GHz,MuMu Virtual Display Adapter,A，B,B，C，E，J，P,A，B,O,I
GameCenter_2026060211303291,2026-06-02 14:42:30,116,A,B,E,E，荣耀x50/第一代骁龙6移动平台,D,,,,B,,,G,B，E
GameCenter_2026060222703289,2026-06-02 14:42:09,183,A,B,E,E，荣耀Ⅹ60i,D,,,,A,A，C，D，I，L,B，I,,E，F，G
GameCenter_2026060288983287,2026-06-02 14:42:07,106,A,B,H,D,D,,,,A,A，C，D，G，I,K,,E，G
GameCenter_2026060221423286,2026-06-02 14:41:57,103,A,B,H,C,D,,,,A，B,A，C，D，I，O,B，C，H，I，J,C，G,B，C，F
GameCenter_2026060210473285,2026-06-02 14:41:32,154,A,B,H,D,D,,,,A，B，C,D，E，I，O，P,A，C，E，H，I,I，K，M，N,A，B，C
GameCenter_2026060284133284,2026-06-02 14:41:28,112,A,B,K，红魔电竞平板,C,E,,,,A,A，C，D，I,A，C，D，H，I,,A，C，E
GameCenter_2026060263813283,2026-06-02 14:41:19,202,A,A，B,G,D,E,C,i7 14650,5060,A，B,A，C，I，O,A，B，H，I,A，I，J，K,A，C，E
GameCenter_2026060279873282,2026-06-02 14:41:12,219,A,A，B,F,B,D,C,AMD 7945HX,NVDIA 4060,A，B,D，F，O,C，H,A，J，L,A，B
GameCenter_2026060256873281,2026-06-02 14:41:00,174,A,A,,,,C,12th Gen Intel(R) Core(TM) i5-12450H (2.00 GHz),4g,B,,,E，H，I，J，L,A，B，C
GameCenter_2026060272473280,2026-06-02 14:40:56,229,A,B,K，努比亚红魔10Pro+,E，骁龙8至尊移动平台,E,,,,A,C，D，I，L,M,,A，C，J，曾参加过内测资格。非常喜欢此游戏希望这次也能拿到测试资格
GameCenter_2026060278943279,2026-06-02 14:40:51,93,A,B,G,D,E,,,,A，B,C，D，I，N,M,C，G,A，B，C
GameCenter_2026060278763278,2026-06-02 14:40:22,69,A,B,H,B,D,,,,A，B,C，F,C，F，H，J,B，I，K，L,B，C，E
GameCenter_2026060241803277,2026-06-02 14:40:21,147,A,A,,,,C,AMD Ryzen 9 7945,RTX 4060,B,,,A，I,A，E，G
GameCenter_2026060229433276,2026-06-02 14:40:16,1168,A,B,G,B,E,,,,A,A，D，I,M,,A，E
GameCenter_2026060224803275,2026-06-02 14:40:01,114,A,B,G,A,D,,,,A,C，D，I,M,,A，B，F
GameCenter_2026060214943274,2026-06-02 14:40:00,61,A,B,K，真我gt6,A,E,,,,A,A，B，D，J，L,A，B，C，H，J,,A，B，C
GameCenter_2026060264873273,2026-06-02 14:39:56,234,A,A,,,,C,AMD Ryzen 7 7800X3D8-CoreProcessor,NVIDIA GeForce RTX4070Ti(12.0GB) ,A，B,D，H，K，O，P,B，E，K,K，N,A，G
GameCenter_2026060252413272,2026-06-02 14:39:50,58,A,A,,,,C,9800x3d,5080,A，B,A，B，D，G，K,M,A，C，G，H，I,A，B，C
GameCenter_2026060263533271,2026-06-02 14:39:45,408,A,A,,,,C,i7,4070s,A，B，C,C，D，F，I，O,C，D，E，H，K,F，H，I，J，L,A，E，G
GameCenter_2026060247123270,2026-06-02 14:39:44,110,A,A，B,D,D,E,B,i5 13600kf,3080ti,A，B，D,A，B，I，J，L,M,A，C，G，H，L,E
GameCenter_2026060280913269,2026-06-02 14:39:22,82,A,A，B,C,D,E,C,i7,RTX3060ti,B,,,A，E,A，B
GameCenter_2026060295303268,2026-06-02 14:38:36,97,A,A,,,,B,I5-12400F,4070,B,,,E，K，L,A，B，E
GameCenter_2026060237513266,2026-06-02 14:38:19,57,A,B,A,A,C,,,,A,A，C，D，L，P,H,,A，B，F
GameCenter_2026060290703265,2026-06-02 14:38:18,58,A,A,,,,C,9800x3d
,5070ti,B,,,A，E，F，H，I,A，C，E
GameCenter_2026060299803264,2026-06-02 14:38:17,111,A,B,G,B,E,,,,A，B,C，D，F，I,M,A，B，G，J，M,A，B，F
GameCenter_2026060252483263,2026-06-02 14:38:13,140,A,B,H,B,E,,,,A，B,A，C，D，I，O,A，C，H，I，K,A，G，I，J，M,A，B，G
GameCenter_2026060265673261,2026-06-02 14:38:03,184,A,A,,,,B,AMD Ryzen7 5700X,瀚铠（VASTARMOR）AMD Radeon RX 6650 XT 合金 8GB GDDR6 RDNA 2架构,B,,,A，H，I,A，E，G
GameCenter_2026060230523259,2026-06-02 14:37:42,187,A,B,D,C,D,,,,A，B,C，D，N,K,B，I，J,A，B，C
GameCenter_2026060274133258,2026-06-02 14:37:29,103,A,A,,,,C,9800x3d,5080,A，B,A，D，O，P,A，C，G，I，J,H，I，K，L,A，G
GameCenter_2026060282333256,2026-06-02 14:37:08,78,A,B,H,D,D,,,,A，B，C,A，D，I，O，P,A，C，F，H，J,A，I，K,A，B，G
GameCenter_2026060270373255,2026-06-02 14:36:53,130,A,A,,,,C,R7-7840,4060,B,,,A，D，I,A，E
GameCenter_2026060288323254,2026-06-02 14:36:40,46,A,B,B,A,D,,,,A,D,C，I，L,,A
GameCenter_2026060272863253,2026-06-02 14:36:04,59,A,B,G,D,E,,,,A,D，I，J，L,B,,C，E，F
GameCenter_2026060263373252,2026-06-02 14:35:57,79,A,B,E,D,D,,,,A,C，D，O,B，C，L,,A，B，G
GameCenter_2026060236013250,2026-06-02 14:35:49,90,A,B,K，红魔,B,D,,,,A,A，C，D，I,B，E，G,,E
GameCenter_2026060279633249,2026-06-02 14:35:47,60,A,B,H,B,D,,,,A,A，C，D，F，I,I，J，L,,A，G
GameCenter_2026060216563248,2026-06-02 14:35:44,66,A,B,H,C,E,,,,A,D，L,A，B，C，G，H,,A，G
GameCenter_2026060281303246,2026-06-02 14:35:37,181,A,A,,,,C,intel core i9-13980hx,NVIDIA Rtx4080,A，B,A，D，I，O，P,A，C，H，J，L,J，L，M,B，C，G
GameCenter_2026060270673245,2026-06-02 14:35:22,214,A,A,,,,C,i7 12700kf,RTX 3070,A，B,C，D，E，I，O,C，I,A,A，B，C
GameCenter_2026060240023244,2026-06-02 14:34:55,212,A,B,K，小米15U，奥丁3掌机,D,E,,,,A，B，C,A，C，D，I，P,A，B，E，G，K,A，H,A，E
GameCenter_2026060251673243,2026-06-02 14:34:53,64,A,A,,,,C,i7-12700,306,A，B，C,C，D，I，J，L,M,I，J,A，B，E
GameCenter_2026060269323242,2026-06-02 14:34:39,142,A,B,G,D,E,,,,A，B,C，D，I，L,M,C，G，I，J，L,E
GameCenter_2026060244233240,2026-06-02 14:34:08,134,A,A，B,D,B,E,C,12600KF,3070,B,,,A，C，G，H,A，B，C
GameCenter_2026060257823239,2026-06-02 14:34:06,86,A,B,F,C,E,,,,A,A，D，I,A，H，J,,A，B，E
GameCenter_2026060274953238,2026-06-02 14:34:04,95,A,A,,,,C,AMD R7 7500F,RTX5070Ti,B,,,N,C
GameCenter_2026060225413237,2026-06-02 14:34:03,157,A,A,,,,C,13th Gen Intel(R) Core(TM) i7-13700H (2.40 GHz),NVIDIA GeForce RTX 4060 Laptop GPU (8 GB)
Intel(R) Iris(R) Xe Graphics (128 MB),B,,,K,A，G
GameCenter_2026060279433236,2026-06-02 14:34:02,65,A,A,,,,C,i5-12400f,gtx4060,B,,,A，E，J,B，C
GameCenter_2026060296483234,2026-06-02 14:33:49,58,A,B,G,D,D,,,,A，B,A，B，D，I，J,A,G，H，J,A，F
GameCenter_2026060232193232,2026-06-02 14:33:31,324,A,B,E,A,D,,,,A,D，J，P,A,,A，B，E
GameCenter_2026060288193231,2026-06-02 14:33:18,342,A,B,G,A,D,,,,A,A，B，C，D，F,A，I，J，K,,A，B，D
GameCenter_2026060272173230,2026-06-02 14:33:13,76,A,A，B,E,D,D,C,12600kf,5070ti,B,,,A，B，C，D，E,A，B，C
GameCenter_2026060296423228,2026-06-02 14:33:08,142,A,A，B,B,B,D,C,i5−13490F,RTX5060,A，B,A，C，D，I，J,D，E，I，K，L,G，H，I，J，L,A，B，C
GameCenter_2026060268733227,2026-06-02 14:33:00,92,A,B,K,D,E,,,,A,I，J，K，O,A，E，F，I，J,,A，B，F
GameCenter_2026060275253226,2026-06-02 14:32:50,224,A,A,,,,C,i5 12600kf,rtx 3070ti,A,A，D，G，I，M,C，E，H,,A，B，E
GameCenter_2026060265773225,2026-06-02 14:32:48,61,A,B,H,C,E,,,,A,C，D，I，J，P,A，C，E，G，J,,A，B，G
GameCenter_2026060244833224,2026-06-02 14:32:43,67,A,A，B,A,B,E,B,R7 9700x,5070ti,A，B，C,F，I,M,I，J，L,A，D，E
GameCenter_2026060260303223,2026-06-02 14:32:43,70,A,B,A,B,C,,,,A,D，I，L，O，P,A，B，C，H，I,,A，B，G
GameCenter_2026060210683222,2026-06-02 14:32:25,175,A,A,,,,B,I7-11800,3060laptop,A，B，C,C，D，I，O，P,A，C，E，F，H,I，J，K，L，M,A，E，G
GameCenter_2026060284913221,2026-06-02 14:32:25,185,A,B,K，联想y900,D,D,,,,A,A,A，B，J,,A，B
GameCenter_2026060265043220,2026-06-02 14:32:20,30,A,B,F,C,E,,,,A,A，D,I,,B
GameCenter_2026060220233219,2026-06-02 14:32:17,196,A,A，B,H,D,D,C,AMD ryzen 9 7940H,nvidia 4070 ,A，B,A，C，D，I，J,B，C，I,F，G，H，I，J,A，C，E
GameCenter_2026060235523218,2026-06-02 14:32:05,75,A,B,C,A,B,,,,A,A，C，D，F，L,A，B，C，G,,B，C，G
GameCenter_2026060278023217,2026-06-02 14:31:58,153,A,B,H,E，iQOO Z11 Turbo,E,,,,A,A，C，I,M,,J，无限的推广
GameCenter_2026060280753216,2026-06-02 14:31:53,253,A,B,H,C,C,,,,A,A，C，D，I，J,H，I,,B，E，G
GameCenter_2026060246203215,2026-06-02 14:31:53,107,A,B,E,C,E,,,,A,D，J，L，O，P,A，C，J,,C
GameCenter_2026060290553214,2026-06-02 14:31:41,301,A,A，B,D,B,E,B,i5,NVIDIA GeForce GTX 1660Ti,A，B,C，D，I,M,A，B，D，I，J,B，E
GameCenter_2026060294733213,2026-06-02 14:31:39,162,A,B,F,D,E,,,,A，B,D，I,A，C，E，H，K,A，G，J,A，E，G
GameCenter_2026060251173212,2026-06-02 14:31:27,67,A,B,B,A,C,,,,A,A，C，E，L,I,,A，C，E
GameCenter_2026060252393211,2026-06-02 14:30:59,37,A,B,G,C,D,,,,B,,,G，H，I，J，K,A
GameCenter_2026060239423210,2026-06-02 14:30:36,162,A,B,F,C,E,,,,A,A，C，D，I，L,A，H,,A
GameCenter_2026060234583209,2026-06-02 14:30:23,143,A,B,E,A,D,,,,A，B,A，C，D，I，L,C，H，I,H，N,B，E，F
GameCenter_2026060217243208,2026-06-02 14:30:02,148,A,B,G,E，红米note12turbo,D,,,,A，B,C，D，L，O，P,A，C，I，J,H，K,A，E，G
GameCenter_2026060264243207,2026-06-02 14:30:00,68,A,A，B,E,D,E,C,酷睿Ultra9,5070,A,C，D，J，L,H,,A，B
GameCenter_2026060273583206,2026-06-02 14:29:57,96,A,A，B,D,C,E,C,i7  13700f,gtx 4070,A,D，I，O,A，C，D，G，H,,A，B，C
GameCenter_2026060291533205,2026-06-02 14:29:55,68,A,B,E,C,E,,,,A,A，B，L,E，G,,A，C
GameCenter_2026060241593203,2026-06-02 14:29:47,184,A,A,,,,C,i7-13700k,rtx-4070ti,B,,,A，J,B，E
GameCenter_2026060291163202,2026-06-02 14:29:20,102,A,A,,,,C,i7 14650hx,rtx5060,B,,,F，G，H，I，J,A，B
GameCenter_2026060231623201,2026-06-02 14:29:13,114,A,A,,,,C,9955hx,移动端5070ti ,A，B,A，D，I,A，B，H,D，E，H，J，M,B，E，F
GameCenter_2026060273583200,2026-06-02 14:29:06,56,A,B,H,D,D,,,,A,C，I,M,,A，B，C
GameCenter_2026060215693199,2026-06-02 14:28:44,118,A,A，B,C,D,E,C,锐龙9,4070,A，B，C,C，D，I,M,B，L，M,B，E，I
GameCenter_2026060216263198,2026-06-02 14:28:40,77,A,B,B,C,E,,,,A,H,C,,C，D，E
GameCenter_2026060239253197,2026-06-02 14:28:21,101,A,A，B,B,C,E,C,i5-12490f,5060ti 16g,A，B,A，C，L,C，F，H，J,A，H，I，J，K,A，B，E
GameCenter_2026060287243196,2026-06-02 14:28:19,257,A,A，B,E,D,E,B,amd r7 8845h,780m,B,,,A，B，C，D，E,A，B，E
GameCenter_2026060280753192,2026-06-02 14:27:32,188,A,A,,,,C,i3-13490f,rtx4060ti,B,,,A，E，I，J,A，B，G
GameCenter_2026060297203191,2026-06-02 14:27:07,242,A,A，B,G,C,E,C,i5-12400F,4060ti,A，B,A，I，J，L，M,I，J,G，H,B，E，F
GameCenter_2026060284113190,2026-06-02 14:27:06,61,A,B,H,D,E,,,,A,C，D，I，J,M,,A，B，E
GameCenter_2026060295173189,2026-06-02 14:26:21,308,A,A，B,C,C,C,C,rtx4080,i7-12650h,B,,,B，C，G，H，I,A，B，C
GameCenter_2026060283243188,2026-06-02 14:26:02,156,A,B,B,E，vivoY100i     v2279A,D,,,,A,H,C,,E，G，I
GameCenter_2026060290373187,2026-06-02 14:25:46,285,A,A，B,F,D,D,C,Core i7系列12代产品,NVIDIA GeForce RTX 3060 Laptop,A，B,A，C，I,H,B，G，H，K,A，G
GameCenter_2026060232673186,2026-06-02 14:25:43,297,A,A，B,G,D,D,C,14代corei7,4060,A，B,A，C，D，F，I,A，B，H，J,H，K,A，B，C
GameCenter_2026060299013185,2026-06-02 14:25:41,52,A,B,H,C,E,,,,A,A，D，L，O，P,A，C，H，J，K,,A，B，I
GameCenter_2026060220323184,2026-06-02 14:25:29,229,A,B,H,C,E,,,,A，B，C,F，I，J，L，P,A，B，C，G，H,G，H，I，J，M,A，D，E
GameCenter_2026060268893183,2026-06-02 14:25:22,110,A,B,F,B,D,,,,A，B,C，D，F，I，L,G,B，D，G，H，J,A，B，E
GameCenter_2026060244393182,2026-06-02 14:25:14,111,A,A,,,,C,酷睿12700,RTX5070ti桌面端,B,,,I，J，K,A，B，G
GameCenter_2026060234933181,2026-06-02 14:25:10,47,A,B,H,B,D,,,,A,I，P,C，G,,A，C，G
GameCenter_2026060261813180,2026-06-02 14:25:06,88,A,A，B,G,D,D,C,I7 12700KF,AMD 6900XT,B,,,A，H,B，E
GameCenter_2026060227783179,2026-06-02 14:24:57,49,A,B,E,C,E,,,,A,A，C，I,E，I，J,,A，B，D
GameCenter_2026060210513178,2026-06-02 14:24:52,40,A,B,H,C,C,,,,A,A，D，F，I，L,A，B，E，I,,A，B，C
GameCenter_2026060265133177,2026-06-02 14:24:27,76,A,B,D,B,E,,,,A,A，C，D，I,M,,A，B，C
GameCenter_2026060287883176,2026-06-02 14:24:21,329,A,A,,,,C,Ryzen 7 7735,8GB,B,,,E,A，B，C
GameCenter_2026060272783174,2026-06-02 14:24:12,107,A,B,F,E，一加ace5,E,,,,A，B,A，C，D，F，I,I，J，L,O,A，B，C
GameCenter_2026060218923173,2026-06-02 14:24:11,273,A,B,K，中兴天机,B,C,,,,A，B,A，D，F，I，L,B，I,A，H，J，N,A，C，E
GameCenter_2026060294403172,2026-06-02 14:23:53,125,A,A，B,H,B,C,C,i5 1700kf,rtx3050,A，B,A，D，J，O,A，H，I，J,A，G，I，K,A，G
GameCenter_2026060212823171,2026-06-02 14:23:43,101,A,B,H,D,E,,,,A，B,A，C，F，I，L,I,A，E，G，H,C，E
GameCenter_2026060216173170,2026-06-02 14:23:37,197,A,B,H,C,D,,,,A，B,A，C，D，I，J,J,H，J,B，E，F
GameCenter_2026060223813169,2026-06-02 14:23:35,453,A,A，B,E,C,E,C,AMD Ryzen 7 7735H with Radeon Graphics (3.20 GHz),NVIDIA 4060,A，B,A，C，D，I，O,A，C，H，I，J,A，B，G，I，J,B，C，E
GameCenter_2026060250613168,2026-06-02 14:23:05,149,A,A,,,,C,AMD Ryzen 5 7500F ,7800XT,B,,,B，H，N,A，G
GameCenter_2026060241213167,2026-06-02 14:22:30,1417,A,A,,,,C,i7-13700kf,RTX4070TI,B,,,A，I,A，J，支持阿绿
GameCenter_2026060214863166,2026-06-02 14:22:22,118,A,B,K，荣耀畅玩60Plus,E,D,,,,A,C，D，I，O,I,,J
GameCenter_2026060260283164,2026-06-02 14:22:17,164,A,A，B,B,D,E,C,AMD ryzen9,nvidia 5070,A，B,A，C，D，I，J,A，C，H，I,C，F，G，H，I,A，B
GameCenter_2026060297763163,2026-06-02 14:22:09,50,A,B,E,A,C,,,,A,A,A，C，G，J,,A，D，E
GameCenter_2026060235243162,2026-06-02 14:22:02,55,A,B,H,C,E,,,,A，B,C，D，I,M,C，D，G，J，L,B，C，E
GameCenter_2026060236833161,2026-06-02 14:22:00,43,A,B,H,C,E,,,,A,C，D，I,B，H，J,,E
GameCenter_2026060264953160,2026-06-02 14:21:59,98,A,B,H,C,E,,,,A,A，C，D，I，L,B，H，I,,A，B，E
GameCenter_2026060273473159,2026-06-02 14:21:47,186,A,B,D,E，米板8pro,E,,,,A,A，C，D,H，L,,A，E，G
GameCenter_2026060220453158,2026-06-02 14:21:41,186,A,A,,,,C,AMD Ryzen 9 8945HX,NVIDIA RTX 5070Ti Laptop,A，B,I,M,L,E
GameCenter_2026060299383157,2026-06-02 14:21:37,114,A,B,B,D,E,,,,A,A，C，D，I，L,B，L,,A，E，G
GameCenter_2026060256803156,2026-06-02 14:21:36,34,A,B,E,B,D,,,,A,A，C，D，I，M,C,,A，B，C
GameCenter_2026060269733153,2026-06-02 14:20:57,178,A,A，B,A,A,C,B,i7,5090,A，B,D，I，O,E，H，J，K,A，E,A，C
GameCenter_2026060243913152,2026-06-02 14:20:45,248,A,B,E,C,D,,,,A,B，C，F，G，I,M,,A，B，D
GameCenter_2026060282473151,2026-06-02 14:20:37,177,A,B,B,E，骁龙782,C,,,,A,C，D，J，L,L,,A，B，C
GameCenter_2026060221633150,2026-06-02 14:20:34,53,A,A,,,,C,忘记了,rtx5060,B,,,A，B，C，D，E,A，C，D
GameCenter_2026060260513149,2026-06-02 14:20:18,120,A,A，B,F,D,E,C,Intel i7 11代 3070显卡,Intel i7 11代 3070显卡,B,,,A，G，H，I，J,A，C，F
GameCenter_2026060233923148,2026-06-02 14:19:58,127,A,B,C,C,E,,,,A，C,A，C，D，I，L,B，G，H，I，K,A，E，H，J，L,B，C，E
GameCenter_2026060218123147,2026-06-02 14:19:37,52,A,B,B,B,E,,,,A,C，J，L，P,A，C，G，H,,D，E
GameCenter_2026060257143146,2026-06-02 14:19:21,60,A,B,J,C,E,,,,B,,,A，G，L,B
GameCenter_2026060296953145,2026-06-02 14:19:11,60,A,B,H,D,E,,,,A，B,A，C，D，P,E，I,A，H，I,B，C，E
GameCenter_2026060290253143,2026-06-02 14:18:51,275,A,A，B,G,C,D,C,amd ryzen7,5800h,Nvidia geforceRTX3060,A，B,A，D，F，O，P,C，H,D，H，L,A，B，E
GameCenter_2026060244443142,2026-06-02 14:18:47,167,A,A,,,,C,amd9950x3d,英伟达5090 d2,A，B,C，D，E，I，O,J,E，I，J，K，L,B，C，E
GameCenter_2026060250373141,2026-06-02 14:18:43,96,A,B,G,D,B,,,,A，C,E，I，J，P,A，C，G，K，L,I，L,B，I
GameCenter_2026060235553140,2026-06-02 14:18:22,83,A,B,C,D,D,,,,A,A，C，D，O,B，C，E，H，I,,A，B，J，横版游戏
GameCenter_2026060283083139,2026-06-02 14:18:19,165,A,B,G,C,D,,,,A，B,A，C，D，F，P,A，C，H，I，L,B，I，K,A，E，G
GameCenter_2026060254233138,2026-06-02 14:17:44,67,A,B,C,B,D,,,,A,L,D，K,,A，G
GameCenter_2026060243003137,2026-06-02 14:17:34,73,A,B,H,D,E,,,,A，B,A，C，D，I，J,M,G，H，L,B，E，F
GameCenter_2026060256123136,2026-06-02 14:17:32,58,A,B,B,C,E,,,,A,A，C，D，I，L,C，H，I，J,,B，G
GameCenter_2026060242753135,2026-06-02 14:17:30,222,A,A，B,D,D,E,C,intel Core i5 12500H,NVIDIA RTX 3050Ti  Laptop GPU 4GB,A，B,C，O,A，C，F，I，L,A，H，I，K，L,A，G
GameCenter_2026060253973134,2026-06-02 14:17:21,98,A,A，B,K，红魔,C,D,B,i5 12609k,3060ti,A，B,A，D，I,H,I，J，M,B，C，E
GameCenter_2026060210483133,2026-06-02 14:17:09,166,A,A,,,,C,AMD Ryzen 7 7735H,NVIDIA GeForce RTX 4050 Laptop,A，B,A，C，D，I，J,H，J,H，J,A，E
GameCenter_2026060226383132,2026-06-02 14:17:09,56,A,B,K，真我,C,E,,,,A,C，D，I,C,,C，F
GameCenter_2026060258103130,2026-06-02 14:16:47,303,A,A，B,D,B,C,B,i7-13700k,华硕3070tiv2,A，B,A，F，H，I，L,D，E，L,A，B，J,E，I
GameCenter_2026060278223129,2026-06-02 14:16:30,89,A,B,A,C,E,,,,A，B,A，D，F,A，C，F，G，H,A，B，E，H，J,B，D，E
GameCenter_2026060219563128,2026-06-02 14:16:24,60,A,B,D,E，小米17ProMax,D,,,,A,A，C，F，I,M,,E
GameCenter_2026060254313127,2026-06-02 14:16:11,101,A,B,D,B,E,,,,A，B,C，D，J，O，P,A，F，G，L,C，G，I，J，K,A，B，C
GameCenter_2026060210843125,2026-06-02 14:16:08,365,A,A,,,,C,Intel(R)Core(TM)Ultra7255H,Intel(R)Arc(TM)140T GPU(16GB),A，B,A，C，D，I，J,C,A，H,A，C，E
GameCenter_2026060261593123,2026-06-02 14:15:52,132,A,A,,,,C,R7-7435h,RTX4050laptop,B,,,G,B
GameCenter_2026060229073122,2026-06-02 14:15:48,103,A,B,B,E，vivo x300,E,,,,A，B,A，C，D，L,A，C,G，H，J,A，B，E
GameCenter_2026060286893121,2026-06-02 14:15:46,33,A,B,H,D,E,,,,A,A，D，F，I，L,C，E，F，H，I,,A，C，F
GameCenter_2026060274333120,2026-06-02 14:15:25,118,A,B,H,C,D,,,,A,A，I，J,M,,A，B，C
GameCenter_2026060276413119,2026-06-02 14:15:16,114,A,B,G,A,E,,,,A，B，C,A，C，D，I，L,D，E，H，I，J,A，B，G,A，B，E
GameCenter_2026060262033118,2026-06-02 14:15:06,86,A,B,H,C,D,,,,A,A，B，D，I，L,M,,A，C，F
GameCenter_2026060214873117,2026-06-02 14:15:04,93,A,B,H,A,D,,,,A，B,A，D，I，L,L,H,B，C
GameCenter_2026060228773116,2026-06-02 14:14:59,151,A,B,E,A,D,,,,A,C，D，I，N，O,J,,A，F，G
GameCenter_2026060254853114,2026-06-02 14:14:30,204,A,A,,,,C,Intel Core i5-13400f,RTX 3060,B,,,B，E，I，M,A，E
GameCenter_2026060287793113,2026-06-02 14:14:26,255,A,A,,,,C,Intel Core i7-14650HX,NVIDIA RTX 4060 laptop GPU,B,,,H，I，J，K，L,A，B，G
GameCenter_2026060243593112,2026-06-02 14:14:09,125,A,A，B,D,A,C,C,i5-12450f,5700xt,A，B,A，C，D，F，O,A，C，G，H，I,B，G，H，J，K,A，B，E
GameCenter_2026060233803111,2026-06-02 14:14:01,74,A,A,,,,C,i713700h,rtx3060laptop,B,,,B，C，G，H，K,A，B
GameCenter_2026060283083110,2026-06-02 14:13:58,295,A,A，B,F,B,D,C,Ryzen7 7840hs,radeon 780m,A，B,C，D，I，Q,H,O,E，G
GameCenter_2026060285203109,2026-06-02 14:13:13,205,A,A,,,,C,amd9700x,9070xt,A，B，C,C，E，I,M,E，I，J,A，G
GameCenter_2026060253703108,2026-06-02 14:13:12,154,A,A，B,K，红魔,B,D,C,i9-14900hx,rtx4070,A，B,D，L,H,M,A，B，G
GameCenter_2026060255813107,2026-06-02 14:13:11,75,A,B,B,A,D,,,,A,A，C，D，G，I,B，E，I，K,,A，E，G
